ECCode	DomainPattern	Weight
6.1.1.1	G3DSA:1.10.240.10	545.0
6.1.1.1	G3DSA:2.40.50.140	9.0
6.1.1.1	G3DSA:3.10.290.10	480.0
6.1.1.1	G3DSA:3.40.50.620	545.0
6.1.1.1	MF_02006	366.0
6.1.1.1	MF_02007	109.0
6.1.1.1	MF_02008	20.0
6.1.1.1	MF_02009	26.0
6.1.1.1	PB003820	2.0
6.1.1.1	PB004795	1.0
6.1.1.1	PB013257	6.0
6.1.1.1	PB018151	1.0
6.1.1.1	PF00579	554.0
6.1.1.1	PF01479	318.0
6.1.1.1	PF01588	9.0
6.1.1.1	PF13275	1.0
6.1.1.1	PIRSF006588	52.0
6.1.1.1	PR01040	2117.0
6.1.1.1	PS00178	381.0
6.1.1.1	PS50006	1.0
6.1.1.1	PS50886	9.0
6.1.1.1	PS50889	465.0
6.1.1.1	PTHR11766	484.0
6.1.1.1	PTHR11766:SF0	484.0
6.1.1.1	PTHR11946	61.0
6.1.1.1	PTHR11946:SF13	45.0
6.1.1.1	PTHR11946:SF8	16.0
6.1.1.1	SM00363	398.0
6.1.1.1	SSF50249	9.0
6.1.1.1	SSF52374	545.0
6.1.1.1	SSF55174	479.0
6.1.1.1	TIGR00234	532.0
6.1.1.10	G3DSA:1.10.287.10	4.0
6.1.1.10	G3DSA:1.10.730.10	513.0
6.1.1.10	G3DSA:1.20.1050.10	4.0
6.1.1.10	G3DSA:2.170.220.10	71.0
6.1.1.10	G3DSA:2.20.28.20	424.0
6.1.1.10	G3DSA:2.40.50.140	347.0
6.1.1.10	G3DSA:3.40.50.620	993.0
6.1.1.10	MF_00098	419.0
6.1.1.10	MF_01228	62.0
6.1.1.10	PF00458	4.0
6.1.1.10	PF01588	347.0
6.1.1.10	PF08264	180.0
6.1.1.10	PF09334	498.0
6.1.1.10	PF09635	1.0
6.1.1.10	PR01041	2968.0
6.1.1.10	PS00178	366.0
6.1.1.10	PS00762	4.0
6.1.1.10	PS50405	4.0
6.1.1.10	PS50886	347.0
6.1.1.10	PS51185	4.0
6.1.1.10	PS51257	11.0
6.1.1.10	PTHR11946	497.0
6.1.1.10	PTHR11946:SF1	73.0
6.1.1.10	PTHR11946:SF17	424.0
6.1.1.10	SM00991	4.0
6.1.1.10	SSF47060	4.0
6.1.1.10	SSF47323	497.0
6.1.1.10	SSF47616	4.0
6.1.1.10	SSF50249	347.0
6.1.1.10	SSF52374	497.0
6.1.1.10	SSF52833	1.0
6.1.1.10	SSF57770	423.0
6.1.1.10	TIGR00398	496.0
6.1.1.10	TIGR00399	324.0
6.1.1.11	G3DSA:1.10.287.40	802.0
6.1.1.11	G3DSA:3.30.930.10	824.0
6.1.1.11	MF_00176	783.0
6.1.1.11	MF_01278	12.0
6.1.1.11	PB000500	1.0
6.1.1.11	PB000726	1.0
6.1.1.11	PB001539	12.0
6.1.1.11	PB001548	1.0
6.1.1.11	PB002037	1.0
6.1.1.11	PB002459	11.0
6.1.1.11	PB002580	1.0
6.1.1.11	PB002765	1.0
6.1.1.11	PB003554	2.0
6.1.1.11	PB004867	1.0
6.1.1.11	PB005076	11.0
6.1.1.11	PB005719	1.0
6.1.1.11	PB005728	1.0
6.1.1.11	PB006189	9.0
6.1.1.11	PB006823	1.0
6.1.1.11	PB006872	575.0
6.1.1.11	PB007673	1.0
6.1.1.11	PB007806	2.0
6.1.1.11	PB008245	1.0
6.1.1.11	PB008957	4.0
6.1.1.11	PB010895	2.0
6.1.1.11	PB011070	1.0
6.1.1.11	PB011416	2.0
6.1.1.11	PB013163	3.0
6.1.1.11	PB013548	1.0
6.1.1.11	PB015297	4.0
6.1.1.11	PB015312	1.0
6.1.1.11	PB015536	1.0
6.1.1.11	PB019643	1.0
6.1.1.11	PF00587	816.0
6.1.1.11	PF02403	799.0
6.1.1.11	PIRSF001529	802.0
6.1.1.11	PR00981	4015.0
6.1.1.11	PS50862	807.0
6.1.1.11	PTHR11778	804.0
6.1.1.11	SSF46589	802.0
6.1.1.11	SSF55681	816.0
6.1.1.11	TIGR00414	803.0
6.1.1.11	TIGR00415	9.0
6.1.1.12	G3DSA:2.40.50.140	741.0
6.1.1.12	G3DSA:3.30.1360.30	696.0
6.1.1.12	G3DSA:3.30.930.10	1438.0
6.1.1.12	MF_00044_A	33.0
6.1.1.12	MF_00044_B	688.0
6.1.1.12	PB007793	1.0
6.1.1.12	PB011047	1.0
6.1.1.12	PB014706	1.0
6.1.1.12	PD609240	20.0
6.1.1.12	PF00152	741.0
6.1.1.12	PF01336	741.0
6.1.1.12	PF02938	686.0
6.1.1.12	PR01042	2963.0
6.1.1.12	PS50862	741.0
6.1.1.12	PTHR22594	741.0
6.1.1.12	PTHR22594:SF10	38.0
6.1.1.12	PTHR22594:SF5	695.0
6.1.1.12	SSF141000	1.0
6.1.1.12	SSF50249	741.0
6.1.1.12	SSF55261	692.0
6.1.1.12	SSF55681	741.0
6.1.1.12	TIGR00458	45.0
6.1.1.12	TIGR00459	695.0
6.1.1.13	G3DSA:1.10.1200.10	102.0
6.1.1.13	G3DSA:2.30.38.10	72.0
6.1.1.13	G3DSA:3.30.300.30	72.0
6.1.1.13	G3DSA:3.40.50.980	144.0
6.1.1.13	MF_00565	102.0
6.1.1.13	MF_00593	72.0
6.1.1.13	PB005835	3.0
6.1.1.13	PB006601	69.0
6.1.1.13	PB009604	2.0
6.1.1.13	PB010478	33.0
6.1.1.13	PB011831	12.0
6.1.1.13	PB017211	44.0
6.1.1.13	PB017829	2.0
6.1.1.13	PF00501	72.0
6.1.1.13	PF00550	102.0
6.1.1.13	PF13193	18.0
6.1.1.13	PS00455	53.0
6.1.1.13	PS50075	52.0
6.1.1.13	PTHR24095	72.0
6.1.1.13	PTHR24095:SF44	72.0
6.1.1.13	SSF47336	102.0
6.1.1.13	SSF56801	72.0
6.1.1.13	TIGR01688	102.0
6.1.1.13	TIGR01733	71.0
6.1.1.13	TIGR01734	72.0
6.1.1.14	G3DSA:1.10.287.10	6.0
6.1.1.14	G3DSA:1.10.3210.10	184.0
6.1.1.14	G3DSA:1.10.730.10	98.0
6.1.1.14	G3DSA:1.20.58.180	394.0
6.1.1.14	G3DSA:3.30.930.10	668.0
6.1.1.14	G3DSA:3.40.50.800	113.0
6.1.1.14	MF_00253_A	17.0
6.1.1.14	MF_00253_B	85.0
6.1.1.14	MF_00254	393.0
6.1.1.14	MF_00255	346.0
6.1.1.14	PB008389	1.0
6.1.1.14	PB011744	1.0
6.1.1.14	PF00458	6.0
6.1.1.14	PF00587	114.0
6.1.1.14	PF02091	394.0
6.1.1.14	PF02092	353.0
6.1.1.14	PF03129	113.0
6.1.1.14	PF05746	275.0
6.1.1.14	PR01043	796.0
6.1.1.14	PR01044	2339.0
6.1.1.14	PR01045	1720.0
6.1.1.14	PS00762	6.0
6.1.1.14	PS50861	747.0
6.1.1.14	PS50862	114.0
6.1.1.14	PS51185	6.0
6.1.1.14	PTHR10745	114.0
6.1.1.14	PTHR10745:SF0	84.0
6.1.1.14	PTHR30075	743.0
6.1.1.14	PTHR30075:SF0	1.0
6.1.1.14	PTHR30075:SF1	4.0
6.1.1.14	PTHR30075:SF2	349.0
6.1.1.14	SM00471	14.0
6.1.1.14	SM00836	185.0
6.1.1.14	SM00991	6.0
6.1.1.14	SSF109604	6.0
6.1.1.14	SSF47060	2.0
6.1.1.14	SSF47323	3.0
6.1.1.14	SSF52954	113.0
6.1.1.14	SSF55681	508.0
6.1.1.14	TIGR00211	350.0
6.1.1.14	TIGR00388	394.0
6.1.1.14	TIGR00389	113.0
6.1.1.15	G3DSA:1.10.1160.10	3.0
6.1.1.15	G3DSA:1.10.287.10	13.0
6.1.1.15	G3DSA:1.20.1050.10	3.0
6.1.1.15	G3DSA:2.40.240.10	6.0
6.1.1.15	G3DSA:3.30.110.30	161.0
6.1.1.15	G3DSA:3.30.930.10	1496.0
6.1.1.15	G3DSA:3.40.50.620	6.0
6.1.1.15	G3DSA:3.40.50.800	834.0
6.1.1.15	G3DSA:3.90.800.10	3.0
6.1.1.15	G3DSA:3.90.960.10	512.0
6.1.1.15	MF_01569	572.0
6.1.1.15	MF_01570	92.0
6.1.1.15	MF_01571	163.0
6.1.1.15	PB000089	1.0
6.1.1.15	PB000809	1.0
6.1.1.15	PB011177	1.0
6.1.1.15	PF00043	1.0
6.1.1.15	PF00458	13.0
6.1.1.15	PF00587	834.0
6.1.1.15	PF00749	3.0
6.1.1.15	PF03129	831.0
6.1.1.15	PF03950	3.0
6.1.1.15	PF04073	573.0
6.1.1.15	PF09180	152.0
6.1.1.15	PF09181	7.0
6.1.1.15	PR00987	15.0
6.1.1.15	PR01046	3227.0
6.1.1.15	PS00178	3.0
6.1.1.15	PS00762	11.0
6.1.1.15	PS50862	834.0
6.1.1.15	PS51185	13.0
6.1.1.15	PTHR10119	4.0
6.1.1.15	PTHR10119:SF11	4.0
6.1.1.15	PTHR11451	831.0
6.1.1.15	PTHR11451:SF3	671.0
6.1.1.15	PTHR11451:SF6	160.0
6.1.1.15	SM00946	143.0
6.1.1.15	SM00991	13.0
6.1.1.15	SSF47060	13.0
6.1.1.15	SSF47616	3.0
6.1.1.15	SSF50715	3.0
6.1.1.15	SSF52374	3.0
6.1.1.15	SSF52954	834.0
6.1.1.15	SSF55681	834.0
6.1.1.15	SSF55826	570.0
6.1.1.15	SSF64586	160.0
6.1.1.15	TIGR00408	160.0
6.1.1.15	TIGR00409	698.0
6.1.1.15	TIGR00463	3.0
6.1.1.16	G3DSA:1.10.630.10	1.0
6.1.1.16	G3DSA:1.10.730.10	75.0
6.1.1.16	G3DSA:2.40.380.10	1.0
6.1.1.16	G3DSA:3.40.50.620	1248.0
6.1.1.16	G3DSA:4.10.860.10	1.0
6.1.1.16	MF_00041	729.0
6.1.1.16	PB001797	171.0
6.1.1.16	PB005244	159.0
6.1.1.16	PB006163	226.0
6.1.1.16	PB008989	516.0
6.1.1.16	PB010344	172.0
6.1.1.16	PB012676	516.0
6.1.1.16	PB014782	384.0
6.1.1.16	PB015659	168.0
6.1.1.16	PB015993	9.0
6.1.1.16	PB016011	2.0
6.1.1.16	PB016823	6.0
6.1.1.16	PB019313	1.0
6.1.1.16	PF01406	735.0
6.1.1.16	PF04167	1.0
6.1.1.16	PF09190	640.0
6.1.1.16	PR00983	2915.0
6.1.1.16	PS50151	1.0
6.1.1.16	PTHR10890	734.0
6.1.1.16	PTHR10890:SF3	18.0
6.1.1.16	SM00840	665.0
6.1.1.16	SSF47323	726.0
6.1.1.16	SSF52374	734.0
6.1.1.16	TIGR00435	723.0
6.1.1.17	G3DSA:1.10.10.350	818.0
6.1.1.17	G3DSA:1.10.1160.10	883.0
6.1.1.17	G3DSA:1.10.287.10	13.0
6.1.1.17	G3DSA:1.10.8.70	7.0
6.1.1.17	G3DSA:1.20.1050.10	6.0
6.1.1.17	G3DSA:2.40.240.10	51.0
6.1.1.17	G3DSA:3.30.110.30	3.0
6.1.1.17	G3DSA:3.30.930.10	3.0
6.1.1.17	G3DSA:3.40.50.620	1767.0
6.1.1.17	G3DSA:3.40.50.800	3.0
6.1.1.17	G3DSA:3.90.800.10	888.0
6.1.1.17	MF_00022_A	55.0
6.1.1.17	MF_00022_B	816.0
6.1.1.17	MF_01571	3.0
6.1.1.17	PB000854	32.0
6.1.1.17	PB001171	1047.0
6.1.1.17	PB003432	86.0
6.1.1.17	PB008603	1.0
6.1.1.17	PF00043	2.0
6.1.1.17	PF00458	13.0
6.1.1.17	PF00587	3.0
6.1.1.17	PF00749	895.0
6.1.1.17	PF03129	3.0
6.1.1.17	PF03950	64.0
6.1.1.17	PF09180	3.0
6.1.1.17	PF14159	1.0
6.1.1.17	PR00987	4374.0
6.1.1.17	PS00120	5.0
6.1.1.17	PS00178	766.0
6.1.1.17	PS00762	11.0
6.1.1.17	PS50405	1.0
6.1.1.17	PS50862	3.0
6.1.1.17	PS50966	1.0
6.1.1.17	PS51185	13.0
6.1.1.17	PTHR10119	883.0
6.1.1.17	PTHR10119:SF1	798.0
6.1.1.17	PTHR10119:SF11	4.0
6.1.1.17	PTHR10119:SF15	7.0
6.1.1.17	PTHR10119:SF16	6.0
6.1.1.17	SM00946	3.0
6.1.1.17	SM00991	13.0
6.1.1.17	SSF47060	13.0
6.1.1.17	SSF47616	6.0
6.1.1.17	SSF48163	819.0
6.1.1.17	SSF50715	65.0
6.1.1.17	SSF52374	882.0
6.1.1.17	SSF52954	3.0
6.1.1.17	SSF55681	3.0
6.1.1.17	SSF64586	3.0
6.1.1.17	TIGR00408	3.0
6.1.1.17	TIGR00463	62.0
6.1.1.17	TIGR00464	807.0
6.1.1.17	TIGR01045	4.0
6.1.1.18	G3DSA:1.10.1160.10	150.0
6.1.1.18	G3DSA:2.40.240.10	300.0
6.1.1.18	G3DSA:3.40.50.620	300.0
6.1.1.18	G3DSA:3.90.800.10	150.0
6.1.1.18	MF_00126	139.0
6.1.1.18	PF00749	155.0
6.1.1.18	PF02637	1.0
6.1.1.18	PF03950	150.0
6.1.1.18	PF04557	8.0
6.1.1.18	PF04558	8.0
6.1.1.18	PR00987	559.0
6.1.1.18	PS00178	142.0
6.1.1.18	PTHR10119	150.0
6.1.1.18	PTHR10119:SF15	148.0
6.1.1.18	SM00845	1.0
6.1.1.18	SSF50715	150.0
6.1.1.18	SSF52374	150.0
6.1.1.18	SSF89095	1.0
6.1.1.18	TIGR00440	147.0
6.1.1.19	G3DSA:1.10.730.10	740.0
6.1.1.19	G3DSA:3.30.1360.70	733.0
6.1.1.19	G3DSA:3.40.50.620	754.0
6.1.1.19	MF_00123	731.0
6.1.1.19	PB007851	1.0
6.1.1.19	PB008396	6.0
6.1.1.19	PB008659	2.0
6.1.1.19	PF00750	786.0
6.1.1.19	PF03485	723.0
6.1.1.19	PF05746	740.0
6.1.1.19	PR01038	2948.0
6.1.1.19	PS00014	1.0
6.1.1.19	PS00178	624.0
6.1.1.19	PTHR11956	740.0
6.1.1.19	SM00836	740.0
6.1.1.19	SM01016	725.0
6.1.1.19	SSF47323	740.0
6.1.1.19	SSF52374	740.0
6.1.1.19	SSF55190	731.0
6.1.1.19	TIGR00456	728.0
6.1.1.2	G3DSA:1.10.240.10	167.0
6.1.1.2	G3DSA:1.10.287.10	6.0
6.1.1.2	G3DSA:3.30.160.160	5.0
6.1.1.2	G3DSA:3.40.50.620	176.0
6.1.1.2	MF_00140_A	24.0
6.1.1.2	MF_00140_B	129.0
6.1.1.2	PF00458	6.0
6.1.1.2	PF00579	177.0
6.1.1.2	PR01039	658.0
6.1.1.2	PS00178	115.0
6.1.1.2	PS00762	6.0
6.1.1.2	PS51185	6.0
6.1.1.2	PTHR10055	167.0
6.1.1.2	PTHR10055:SF0	126.0
6.1.1.2	PTHR10055:SF1	24.0
6.1.1.2	PTHR10055:SF2	1.0
6.1.1.2	SM00991	6.0
6.1.1.2	SSF47060	6.0
6.1.1.2	SSF52374	167.0
6.1.1.2	TIGR00233	161.0
6.1.1.20	G3DSA:1.10.10.10	31.0
6.1.1.20	G3DSA:2.40.50.140	269.0
6.1.1.20	G3DSA:3.30.56.10	522.0
6.1.1.20	G3DSA:3.30.56.20	349.0
6.1.1.20	G3DSA:3.30.70.380	269.0
6.1.1.20	G3DSA:3.30.930.10	1011.0
6.1.1.20	G3DSA:3.50.40.10	265.0
6.1.1.20	MF_00281	599.0
6.1.1.20	MF_00282	37.0
6.1.1.20	MF_00283	259.0
6.1.1.20	MF_00284	60.0
6.1.1.20	PB000198	2.0
6.1.1.20	PB000589	2.0
6.1.1.20	PB002244	2.0
6.1.1.20	PB002941	2.0
6.1.1.20	PB003107	2.0
6.1.1.20	PB007430	1.0
6.1.1.20	PB012481	3.0
6.1.1.20	PB013613	1.0
6.1.1.20	PB013745	4.0
6.1.1.20	PB015643	3.0
6.1.1.20	PB015937	2.0
6.1.1.20	PB019914	2.0
6.1.1.20	PF01409	698.0
6.1.1.20	PF01588	264.0
6.1.1.20	PF01978	2.0
6.1.1.20	PF02912	592.0
6.1.1.20	PF03147	269.0
6.1.1.20	PF03483	327.0
6.1.1.20	PF03484	344.0
6.1.1.20	PF08279	2.0
6.1.1.20	PF09339	1.0
6.1.1.20	PF13412	1.0
6.1.1.20	PF13463	1.0
